id	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2	SARS-COV2	SARS-COV2	SARS-CoV-2_Rux	SARS-CoV-2_Rux	SARS-CoV-2_Rux
GABRB3	408	1857	1492	452	376	340	377	372	266
NDUFB4	206	1080	854	197	220	215	262	291	236
VPS4A	148	887	601	246	259	264	400	400	280
PML	44	197	150	237	245	205	127	67	74
UNC45A	166	786	618	93	95	116	158	165	121
NRIP1	238	1254	988	1616	1614	1720	2488	2267	1878
BFAR	293	1391	1145	521	578	557	708	711	550
SPG21	167	962	879	236	241	211	332	345	267
SIN3A	152	809	539	604	595	645	885	984	688
MAPKAPK2	47	218	219	168	170	175	258	256	152
CYTH2	157	789	715	327	372	406	567	589	352
PATL1	154	622	492	792	771	796	920	1026	758
AP1B1	134	684	482	178	206	186	274	264	212
EDEM1	231	1126	952	488	521	568	661	681	488
CCDC80	222	841	845	184	150	165	198	199	143
SRP54	197	883	695	312	322	328	430	457	319
PPIF	317	1809	1432	1131	1159	1237	1567	1605	1117
MYRF	323	1458	1182	227	188	167	465	338	235
SNRPF	197	878	719	239	284	312	335	406	292
AMZ2	368	1619	1247	464	539	527	893	899	670
DARS	223	1093	913	350	405	396	571	545	396
SMTN	32	165	163	82	91	78	118	87	68
CDC6	101	536	304	75	65	75	118	130	92
SLPI	62	252	262	44	61	55	40	35	23
SVIL	148	782	538	255	263	302	540	508	364
TPGS2	144	672	504	85	85	69	132	96	97
AAGAB	279	1325	982	560	634	664	895	919	660
MRPL33	437	1602	1317	428	472	458	573	608	431
NTN4	212	1114	1055	187	158	151	334	254	205
RELA	148	741	625	509	634	617	747	755	517
PPL	32	125	95	22	21	25	54	50	25
FBXO7	198	815	709	307	330	352	433	453	357
CHTF8	165	774	708	209	172	185	271	302	179
LGMN	118	589	408	198	176	141	124	135	99
CEBPG	218	1168	980	533	605	701	941	949	648
MRC2	306	1630	1184	323	322	283	530	347	244
LARP4B	226	1101	853	336	349	386	543	535	398
HERPUD1	196	828	708	194	228	203	386	315	226
DNMT1	78	386	254	113	112	103	168	143	116
LAP3	86	413	314	645	607	397	110	88	74
KIF3C	152	699	538	230	220	166	482	303	221
CPSF7	254	1166	979	763	844	792	1262	1113	893
SERF2	200	842	836	212	211	257	353	309	247
FANCI	148	827	486	97	122	117	181	171	144
USP10	214	1005	717	533	583	686	909	1061	680
UQCR11	170	956	800	117	129	99	175	125	103
CBR1	204	894	750	211	206	141	172	161	118
PAK2	155	632	560	176	192	188	280	336	244
KPNA6	207	949	695	482	478	495	777	743	573
MCMBP	199	1054	760	253	245	228	323	364	258
GYS1	356	1784	1433	464	602	634	583	726	505
FBLIM1	50	264	259	53	68	63	99	84	82
NAA20	273	1219	1005	311	323	337	466	515	379
SH3BP4	123	542	475	264	305	258	395	408	310
SPINT1	8	20	21	14	9	13	13	14	18
DTX3L	108	474	375	714	533	535	158	118	86
KHNYN	227	1161	888	500	473	460	731	658	477
CEBPZ	294	1330	940	720	811	862	1162	1307	880
PPME1	534	2536	2198	295	329	317	489	547	429
UBP1	255	1359	989	534	564	569	837	741	633
YPEL5	224	958	799	410	426	479	596	684	437
EFCAB14	134	813	573	261	279	246	361	341	297
DDX54	135	616	445	96	108	104	170	151	118
TBC1D8	241	917	759	352	409	377	559	549	426
OXSR1	293	1362	1157	480	600	653	705	803	641
HMOX2	94	323	289	49	47	41	77	78	69
TRAF7	147	678	536	133	133	128	196	179	140
NCEH1	241	1130	827	170	169	131	180	172	167
MED15	98	531	422	325	442	430	634	565	389
PGRMC2	304	1238	1218	290	336	352	482	523	405
GTF2F1	187	778	599	302	267	256	389	277	237
TMEM127	295	1386	1060	220	236	214	355	323	251
AEN	354	1999	1671	2448	2767	2771	4121	3443	2673
ROCK2	369	1663	1173	429	464	425	564	534	482
SRP9	321	1726	1551	314	418	553	589	743	521
METTL9	158	875	631	149	181	186	215	248	180
CIRBP	152	693	568	135	198	173	277	283	185
SCNN1A	16	56	64	11	13	11	20	14	13
TSPAN15	235	1074	928	205	186	158	360	290	259
SEPHS2	249	1138	969	323	351	341	552	498	410
SPCS3	263	1285	1071	155	176	215	208	240	222
TESC	79	285	268	117	99	119	151	132	79
ABHD4	434	2124	1705	288	351	277	481	456	346
SH3PXD2A	53	217	183	82	72	68	150	122	82
COPS3	298	1515	1059	383	408	439	652	670	476
JUND	127	461	395	414	443	425	657	548	401
ATXN7L3B	299	1471	1246	913	949	963	1336	1431	1081
PSMC6	217	1036	876	638	705	741	1012	1154	791
RCN2	156	838	656	104	124	111	209	206	148
MED13	333	1436	1172	1528	1632	1680	2126	2302	1737
TP63	10	56	44	66	48	39	106	79	64
MCU	429	1765	1708	466	488	499	670	825	533
ZDHHC3	128	712	555	177	181	178	263	249	204
SRSF4	145	664	526	430	457	469	673	658	480
TK1	134	819	581	45	58	51	78	55	66
MYO19	239	1171	813	292	290	259	375	360	267
CRKL	191	953	688	795	945	989	1149	1296	997
HIPK2	96	409	312	308	321	318	523	430	302
PITPNA	208	1058	817	223	217	192	358	400	287
NR4A1	20	165	121	347	312	372	611	392	230
ADAM17	380	1869	1387	558	571	583	752	680	530
CFH	855	2896	2727	642	598	511	479	453	314
NIPA2	343	1795	1446	378	446	448	574	541	453
PTPRA	221	1094	865	412	348	319	419	445	312
SMU1	290	1443	1043	319	372	350	465	485	325
MRPS5	192	837	724	211	244	227	341	381	244
MRPL17	176	881	648	220	247	207	195	173	146
EIF2AK2	200	875	613	882	793	761	394	342	251
ABI1	182	704	642	265	270	286	464	453	345
PPP1R15B	214	999	861	1613	1570	1647	2736	2142	1878
PHLDA3	261	1319	1156	419	492	522	899	602	498
FAM32A	262	1298	1056	398	395	386	497	476	349
FAM208B	237	1314	876	517	518	488	778	763	577
WBP11	193	1079	831	473	508	575	764	799	548
AKT1S1	215	983	758	401	405	424	674	547	472
BBX	309	1640	1065	511	591	624	688	975	693
C19orf48	169	789	632	115	128	120	210	140	136
RAB34	290	1277	1149	412	372	382	527	453	363
SNRPD1	178	778	638	227	302	297	393	495	320
SP1	185	928	710	550	576	547	830	799	629
GCNT3	555	2713	2368	783	816	615	940	887	714
LTBP2	29	162	136	122	110	111	213	177	120
CUL3	243	1091	817	568	563	627	877	984	670
SBNO1	274	1409	1058	628	749	712	1134	1127	921
TIMM17A	282	1209	995	401	415	446	640	722	471
7-Mar	179	973	811	837	945	1014	1255	1506	965
ADPGK	283	1573	1250	353	379	347	420	476	365
DIDO1	192	1005	700	942	981	1119	1742	1530	1147
TRAF4	205	1327	1007	550	591	553	985	706	634
FAM192A	208	1009	870	300	268	279	444	399	313
PDCD11	212	1047	803	195	230	181	350	318	246
C1R	176	842	757	724	629	503	222	155	125
SPHK1	18	93	71	100	112	118	111	72	59
UACA	366	1622	1340	857	981	1035	1412	1671	1146
PKP4	184	928	778	192	190	208	339	327	247
POFUT1	193	960	701	194	177	154	338	282	231
ITCH	206	933	737	538	588	625	890	882	649
SF3A3	282	1312	893	318	346	306	505	447	364
EPS8	379	1644	1322	653	637	640	1014	867	684
ARIH1	292	1356	1051	657	759	731	949	1067	784
TNFSF10	3	19	8	235	189	94	5	4	6
NF1	352	1710	1274	736	837	756	1055	1050	805
BECN1	281	1386	1010	172	204	187	279	266	197
TMX2	332	1508	1188	357	353	332	499	539	380
IGF2BP1	458	2328	1743	1299	1210	1171	1875	1633	1308
SERPINA1	6	15	23	20	14	10	16	15	21
YY1	221	1146	853	328	362	365	521	519	367
NBEAL2	97	661	465	151	145	146	258	249	173
BCAR1	74	421	311	113	134	129	278	155	120
ARNTL2	110	626	414	271	309	302	284	241	212
PDE8A	262	1205	960	545	636	591	880	1030	717
MYH10	170	907	630	119	139	169	223	228	151
USP8	300	1282	1004	676	747	735	1187	1212	865
SH3GL1	127	749	498	106	124	119	195	128	99
GIGYF2	242	960	757	552	556	631	949	959	637
PARP9	54	315	255	698	652	602	135	70	62
TFPI	309	1134	1100	401	402	437	586	541	387
IRS1	258	1186	961	395	352	324	462	359	272
ARPC4	265	1387	1313	327	336	345	462	400	394
RBBP4	195	812	636	224	216	221	353	318	220
MFF	180	820	696	201	244	227	303	264	240
NOB1	195	850	676	164	191	181	314	261	197
SLC35F6	263	1243	1093	304	206	203	332	262	194
ATG9A	236	1169	847	181	230	217	340	281	222
SNRPA	143	692	520	505	575	538	867	786	571
MARK3	208	1145	870	293	291	297	486	479	363
SLC9A3R1	83	366	287	28	45	34	70	62	49
PSENEN	316	1415	1324	306	321	250	451	407	342
YTHDC1	211	938	759	932	1029	1159	1436	1574	1029
CD68	217	929	761	693	714	508	238	202	173
DHX38	198	969	696	409	415	406	644	604	472
LPIN1	129	650	536	207	236	253	296	353	264
UBE2Q1	234	962	820	447	404	357	519	572	448
TMEM97	359	1625	1434	192	178	144	221	202	183
SOCS3	84	332	312	497	553	544	288	248	206
UCK2	137	759	587	143	153	159	231	243	198
TMEM184B	113	541	449	95	95	115	198	176	108
RCC1	110	578	496	96	112	106	164	115	108
RAB18	274	1319	1128	332	418	478	596	664	439
TXLNA	202	892	742	414	385	399	587	481	435
ADNP	200	1004	736	540	517	455	840	685	578
SF3A1	168	956	729	252	234	236	406	374	270
RAF1	241	993	767	498	505	536	756	744	565
RHPN2	445	1805	1581	543	646	675	784	861	648
OGFR	80	387	296	387	359	346	265	129	111
TIAL1	252	1223	914	589	646	730	918	975	688
POLR2C	219	1006	840	235	241	265	405	388	255
MED29	261	1054	875	194	187	162	256	188	170
MFGE8	238	1191	918	113	119	93	212	185	124
KCMF1	230	1134	914	813	908	1004	1234	1408	946
ANAPC16	243	1266	1139	206	216	192	331	322	237
CUL4A	132	739	640	266	274	267	399	396	315
MRPS35	252	1311	1158	298	274	306	458	474	354
LAMTOR1	172	683	693	164	176	165	256	191	172
CUEDC1	184	841	691	226	204	197	375	223	212
ANP32E	131	602	495	196	229	278	327	393	255
IWS1	133	651	480	315	361	332	503	486	335
IGFBP7	66	312	321	31	31	27	43	41	27
NEK9	366	1893	1458	268	286	231	452	405	304
USP47	296	1301	1006	713	759	740	1086	1098	720
MBD2	121	499	466	177	215	176	249	301	212
NOMO1	195	994	758	174	165	135	226	220	162
DNAJB2	115	521	418	461	603	649	676	724	500
CCDC6	234	1120	888	220	216	211	271	290	201
SRGN	117	741	547	326	331	316	296	228	193
TSN	219	1032	864	253	245	269	397	425	325
CORO1B	185	947	760	117	123	118	230	138	123
AKIRIN1	137	678	512	478	509	511	689	672	535
ITM2C	166	794	693	87	112	100	144	146	85
KCTD10	193	908	773	345	416	423	608	618	469
AP2A2	153	843	644	145	167	124	272	238	190
TBL1XR1	132	561	519	259	290	370	402	437	295
APEH	149	543	498	60	72	84	136	141	93
BTG2	274	1383	1129	1691	1930	1828	3161	2785	2425
ASCC3	367	1768	1211	555	565	566	893	912	750
MED13L	261	1126	833	465	456	427	738	624	506
NEO1	214	1023	788	278	270	240	420	407	279
ARID1A	136	529	413	313	267	280	479	394	351
LTBP4	69	393	260	158	208	279	282	159	138
LIMK2	30	109	98	46	57	44	75	58	49
BTBD1	262	1275	1072	540	564	681	923	1015	717
GBE1	740	3871	3143	615	716	752	876	1278	813
DCAF8	203	913	698	329	391	360	592	544	406
RBMS1	221	949	840	385	487	476	702	620	437
CAMSAP2	211	1093	805	479	478	515	770	663	569
YTHDF1	197	975	865	538	604	591	802	740	580
CRYZ	308	1406	1424	180	176	188	320	283	226
LRP5	165	800	661	131	128	137	243	157	126
TGFA	61	268	195	53	83	72	107	100	107
UBE2L6	121	519	489	683	585	422	118	77	62
EGLN1	228	1227	1049	527	660	782	751	868	686
MICU1	446	1915	1620	360	402	345	590	527	422
MOGS	124	633	511	211	211	195	454	336	249
EMC7	381	1871	1662	406	404	392	549	591	466
PKN1	157	681	587	155	225	213	402	302	228
MRPL28	135	661	525	91	113	88	191	129	105
DCTN5	210	1084	842	412	443	444	693	602	530
NETO2	265	1403	1012	199	236	200	264	338	293
SPG7	173	923	791	353	451	485	707	684	493
UFM1	153	674	564	665	763	931	1012	1210	881
PAQR5	184	801	580	184	183	157	311	267	222
ENO2	691	3343	2859	1037	1253	1395	1620	1969	1331
HES2	9	54	43	12	12	11	26	17	14
ARAP1	165	920	708	231	269	247	412	306	268
BOD1L1	351	1480	1087	725	637	666	1148	906	685
REXO2	132	569	458	151	130	171	214	189	162
UQCR10	167	823	655	82	120	73	154	114	91
UXS1	168	754	606	248	247	247	290	271	197
NACC1	150	708	539	184	194	167	282	226	143
PTOV1	141	763	685	153	189	193	307	223	157
TMEM9	84	419	404	77	89	80	130	118	94
PPP2R5C	151	617	505	263	224	303	441	475	288
NFKB1	66	328	280	904	999	1058	1494	1545	1096
GLOD4	274	1289	1063	293	323	269	516	517	391
VPS25	338	1468	1214	342	375	278	452	489	325
SBNO2	95	433	371	248	282	267	431	298	180
TOB1	167	835	713	440	503	459	700	601	573
UHMK1	161	788	659	454	462	539	681	737	593
ALDH18A1	202	865	700	142	155	156	198	245	151
HERC4	170	918	724	423	409	470	522	557	391
RNF4	187	1018	827	366	354	416	536	571	380
MRPL45	215	989	831	223	232	229	338	343	255
CLASP1	192	857	673	355	373	404	496	455	358
AP3M1	203	811	629	348	287	306	539	575	397
RETSAT	370	1572	1336	347	339	287	532	428	391
PPP1R9B	176	772	577	306	308	276	587	391	369
LPP	260	1285	1171	322	321	308	497	402	386
SRRM1	146	671	504	404	479	486	701	803	515
TSPAN4	169	733	647	69	66	71	157	98	94
ASAP2	168	850	687	284	307	295	462	460	348
BMPR2	237	1067	783	244	220	238	295	241	234
CP	1583	6020	5326	1597	1501	1178	798	953	533
PPFIBP1	168	850	655	298	333	349	425	401	260
IGFBP2	125	675	535	97	114	78	154	127	91
SGTA	134	624	486	452	532	572	857	753	474
FH	158	772	600	111	121	108	154	176	124
SGPL1	130	671	490	139	149	141	263	221	179
LGALS8	189	781	573	444	484	483	529	653	441
ZBED5	357	1665	1433	1246	1181	1294	1916	2049	1437
TUBGCP2	139	760	599	141	128	117	228	221	173
CGGBP1	246	1269	982	634	711	828	1063	1113	850
VPS4B	183	661	478	177	181	215	273	268	215
BPTF	249	1133	810	448	454	436	732	686	533
ATG13	248	1149	891	454	388	411	606	506	395
GNA13	285	1226	988	914	1014	1124	1431	1475	1114
PWP1	193	1027	805	203	175	179	294	301	215
PHC2	60	325	275	283	274	281	386	292	226
MVD	32	157	149	24	27	27	54	25	31
CIAO1	210	1187	832	174	194	144	270	259	209
PTCD3	285	1258	1059	440	477	416	689	677	527
ATP6V0B	147	778	607	237	236	208	338	345	276
CDC42EP4	227	908	744	425	408	386	408	350	254
MKKS	172	1019	843	342	335	320	447	322	250
PACS1	195	892	728	277	277	262	379	322	269
CNPY2	193	1070	868	120	104	112	165	150	142
USB1	148	705	581	136	144	115	138	133	130
TRIOBP	127	540	478	99	80	84	141	152	97
CDC42EP3	150	635	585	342	307	301	470	414	336
TFDP1	193	1004	731	140	139	143	212	202	148
UBE2K	206	983	833	235	267	238	357	370	262
NFAT5	288	1332	1081	1223	1282	1283	1954	1843	1429
SMARCD2	193	959	720	114	135	123	218	203	155
NPAS2	172	717	561	285	304	295	529	456	306
BTBD11	353	1655	1426	321	358	363	516	499	474
PSMD6	187	992	848	420	426	448	609	670	473
PLEKHG2	133	594	548	1303	1314	1395	2758	2470	1634
CKS2	101	570	460	254	279	341	334	356	295
NDUFS8	182	815	678	98	109	100	186	120	94
NUP93	113	590	494	126	126	103	169	174	145
SUCLG1	198	860	738	191	193	183	299	323	210
ACOT7	104	659	485	72	101	64	114	103	74
MRPS12	180	951	706	106	121	121	156	107	112
EIF3J	225	1013	807	363	413	475	571	594	445
ALYREF	212	1059	815	307	339	325	447	415	315
CYP2S1	164	768	496	140	170	144	369	329	219
SUN2	127	744	660	224	250	222	286	232	204
TSG101	226	1099	853	319	315	326	498	470	318
FAR1	151	761	632	165	182	206	290	305	210
BCL2L13	192	857	661	820	756	713	731	651	535
KCTD11	107	562	508	490	616	577	692	784	627
SLC39A9	281	1270	1062	406	404	378	653	627	481
VPS29	146	705	566	144	119	108	150	206	128
CIC	186	915	654	371	381	385	702	512	382
GSS	169	931	741	154	182	159	287	211	178
RAC2	0	4	0	3	0	0	0	2	3
SCP2	179	730	614	80	70	70	110	139	107
SPAG5	56	260	154	45	59	48	81	77	58
QRICH1	135	479	415	157	174	162	193	241	157
GIT1	196	995	783	108	142	124	257	184	157
EP300	166	874	626	551	499	443	760	690	537
FARSB	226	889	620	124	127	118	241	239	168
TNPO2	190	767	636	297	237	267	415	402	298
NOL11	226	1027	766	520	593	632	837	932	661
EIF4E2	219	863	719	194	212	206	308	325	229
CPSF2	227	1005	705	280	264	247	404	409	303
HMGB2	87	339	239	89	158	163	185	186	178
DVL1	68	331	246	127	132	166	244	150	126
BCCIP	241	1066	851	422	496	420	595	596	462
LRRFIP2	177	714	627	344	334	361	551	532	413
RAP1B	186	809	701	306	338	369	462	488	401
SEMA7A	10	40	23	40	43	84	40	50	42
SUMO3	156	703	622	160	127	145	178	190	121
GGT1	235	1108	950	178	163	181	339	242	198
IL18	113	576	512	112	124	98	159	179	134
RRP7A	162	878	703	177	197	210	236	229	176
COMT	129	664	520	107	126	97	169	124	85
PPIG	240	1002	742	756	815	864	1161	1413	840
ZC3H14	174	985	662	371	441	425	590	610	433
E2F4	155	681	607	380	383	354	563	479	401
EPCAM	20	75	115	10	11	13	21	21	16
HKDC1	311	1415	1218	794	738	692	1015	684	538
DLG1	100	434	343	235	274	296	397	426	319
ULK1	84	497	375	160	218	232	380	259	178
VPS26A	145	701	554	322	367	338	487	551	398
MFSD10	65	355	235	66	71	64	121	95	65
CREBZF	235	1180	1005	615	714	809	1055	1032	747
COPS2	258	1192	971	571	665	721	885	912	714
SMAD2	133	600	554	355	343	348	488	538	303
PPP1R12C	155	823	600	148	166	209	313	213	159
ESD	114	510	402	139	177	156	202	196	178
GAA	220	1231	912	207	194	180	350	239	181
MRPS7	284	1238	1021	249	262	230	364	344	275
HMGN2	52	279	236	189	173	171	259	265	198
IFNGR2	140	610	499	468	541	534	817	769	553
CHORDC1	309	1697	1371	470	571	697	630	771	536
DDX39A	217	1081	731	344	377	382	545	532	387
CHTOP	144	659	574	209	234	271	392	306	209
PIP4K2C	111	572	396	182	172	194	287	277	208
PGM1	186	930	854	195	193	189	245	232	212
U2AF1	222	1000	857	430	414	475	569	639	438
GCLM	228	1127	834	161	128	108	177	157	134
TRA2A	228	969	739	562	673	646	812	928	659
RABGGTB	182	880	741	537	568	574	744	883	553
SP3	260	1174	1024	735	734	840	1191	1187	809
HEATR1	206	869	625	355	336	338	567	520	425
EMC4	232	1342	1064	152	161	166	246	241	159
NADSYN1	320	1768	1455	509	545	540	864	833	623
TMEM165	104	516	455	176	216	227	204	214	185
PBX1	361	1470	1201	291	302	305	363	427	290
RBM47	185	889	752	242	235	226	361	280	214
KIDINS220	255	1143	873	389	400	457	720	650	457
ATXN7L3	145	659	607	454	497	482	686	576	435
TCF12	232	1026	863	461	376	380	570	548	461
PRSS8	0	2	2	1	1	3	2	2	1
DENND5A	192	851	701	521	553	544	602	634	465
MBOAT2	73	382	288	73	79	70	94	142	96
GPBP1L1	140	669	555	622	704	763	1041	1164	726
PI4K2A	164	785	630	288	270	255	446	374	292
RHOQ	197	1006	960	329	281	324	448	388	335
AFF1	124	690	524	308	295	311	385	356	311
MICALL1	86	387	292	79	84	56	127	82	73
ZMYND8	109	507	422	291	339	320	373	406	262
ACO2	155	762	567	92	81	83	156	151	116
MKLN1	187	993	764	817	948	1053	1427	1355	1042
PEPD	202	1049	925	133	153	138	207	193	155
ATP6V0D1	281	1237	999	252	280	247	345	353	284
MRPS15	133	550	476	102	98	67	132	142	88
RNF6	210	1020	772	1228	1399	1287	1990	1918	1494
PLCB3	140	644	513	126	140	133	271	179	144
OPA1	188	834	677	220	219	278	303	458	258
TXNDC12	155	628	485	71	91	99	142	121	99
TADA3	208	870	779	250	250	267	452	347	276
PTPRS	244	1160	848	265	288	303	385	388	302
EXOSC10	111	571	497	144	181	183	242	264	150
ABHD12	251	1175	979	177	171	187	311	267	194
PAK4	150	635	499	202	232	235	345	278	204
ELAVL1	141	808	666	170	187	203	319	345	251
EP400	139	665	485	194	189	182	365	287	227
SART1	139	674	501	175	191	194	333	291	211
NCBP2	187	801	619	222	223	222	309	346	266
AFAP1	89	442	327	154	166	170	203	201	160
CPSF6	184	954	723	408	421	457	659	712	538
TCF25	179	737	654	201	213	224	322	311	209
MYO5A	259	1122	754	212	235	231	372	404	312
IL32	112	410	409	251	266	292	424	349	310
GTF3C2	196	929	733	203	210	185	279	288	227
ARL1	174	912	756	270	266	268	329	369	301
MYO9B	121	643	437	230	217	226	268	232	187
DNAJA3	244	1115	919	282	296	288	486	420	296
KIF23	56	295	209	70	63	65	87	98	70
GPATCH8	182	857	647	1054	953	979	1517	1524	1121
SDHB	139	672	506	123	112	123	160	170	128
RAB8A	86	343	273	117	146	155	189	204	136
SDHC	174	884	780	207	198	175	313	308	237
LEPROT	180	820	720	173	186	161	239	260	185
EMC1	194	1014	735	140	132	137	193	223	151
BLCAP	145	743	611	158	218	192	343	274	235
SPECC1	190	798	621	236	233	228	286	243	203
PLA2G16	175	857	749	141	194	176	228	218	166
SMPD4	175	942	669	205	262	239	387	323	223
DCAF6	145	579	513	209	227	197	305	358	246
TOX4	236	1046	803	451	390	381	583	510	435
AGPS	238	1214	936	143	215	189	290	278	231
ITPK1	147	688	504	177	188	163	251	196	168
CARS	240	1206	975	279	273	258	507	440	310
ARHGEF18	107	557	465	177	217	200	220	198	167
YTHDF2	156	692	524	426	426	480	595	583	477
PPP5C	165	751	550	105	122	115	217	184	130
MAP2K3	63	392	359	374	414	418	693	541	416
STRA6	184	960	909	213	236	210	457	276	261
PFDN2	54	286	244	252	271	352	389	431	243
SEC23IP	271	1320	954	252	293	282	424	414	341
MOB1A	140	801	567	223	240	242	297	298	231
VAMP8	60	227	208	41	35	25	65	53	53
CSF1	117	576	518	583	593	511	833	622	516
ERLEC1	200	977	768	192	186	188	212	217	189
METAP1	127	565	454	125	136	100	199	212	157
CYTH1	112	545	436	530	603	616	603	575	355
SCAMP3	178	767	632	200	215	212	368	290	247
MRPL37	111	565	432	92	69	66	111	103	85
TNRC6A	237	1040	786	680	688	682	1131	1000	734
ROCK1	203	904	613	289	314	327	440	420	334
TAF10	184	848	713	221	240	232	351	298	265
KXD1	180	649	622	244	293	318	366	382	311
RIOK3	188	961	787	842	1026	1204	1360	1574	1063
PPT1	207	923	758	97	102	86	135	138	112
SEC14L1	116	565	437	256	264	248	391	411	272
IRAK2	139	624	538	1114	1115	1212	1652	1456	983
CD47	127	753	596	249	256	225	190	209	164
NR1H2	205	906	776	143	155	209	266	205	166
AHCTF1	169	825	523	284	363	302	505	508	377
GBP1	27	161	122	359	273	215	22	13	8
RNF7	203	881	799	314	366	324	450	440	347
TOMM22	183	775	635	219	227	192	347	298	240
MTOR	148	756	483	159	162	155	267	248	164
PHKB	250	1108	873	158	143	165	288	273	211
PDCD4	185	870	678	87	89	92	136	149	91
GMPS	167	763	498	190	183	155	236	226	165
TMEM109	144	695	529	129	114	82	109	92	81
FAM98A	216	841	697	172	230	220	303	312	251
SBF1	82	481	340	120	105	107	197	118	114
SMC6	211	900	646	255	251	244	365	380	269
SCEL	3	15	21	2	1	3	12	7	9
DDRGK1	169	768	627	127	124	136	221	149	118
RAP2B	102	475	368	366	389	399	522	491	401
RAI1	155	710	512	193	207	211	399	277	180
C12orf57	173	871	677	91	84	75	123	73	62
FBXO11	256	1198	870	808	816	864	1107	1186	927
MRPL24	229	959	838	96	122	93	200	173	156
RALGAPB	239	1143	772	372	340	310	643	613	452
AP1G2	191	769	665	206	191	173	326	321	210
VPS37B	72	347	275	355	412	430	562	514	349
SARNP	122	621	506	451	592	581	816	936	540
ARGLU1	169	830	599	563	620	663	783	823	602
NLRP2	211	961	798	169	145	149	258	259	196
MIDN	95	430	324	199	215	180	196	210	167
