id	Series16_A549-ACE2_SARS-CoV-2_1	Series16_A549-ACE2_SARS-CoV-2_2	Series16_A549-ACE2_SARS-CoV-2_3	Series16_A549-ACE2_SARS-CoV-2_Rux_1	Series16_A549-ACE2_SARS-CoV-2_Rux_2	Series16_A549-ACE2_SARS-CoV-2_Rux_3
CLDND1	220	284	272	303	348	252
STXBP2	106	130	118	201	142	125
CSTF3	719	827	843	1035	1123	800
ASS1	96	108	106	107	81	60
MRPL20	97	101	88	144	143	109
UBE2Q2	219	238	273	369	368	266
IMP4	121	111	102	204	174	136
CDC34	104	122	125	185	160	123
TRIM8	198	177	161	254	189	167
STIM1	104	104	100	146	145	121
NDUFA6	110	120	107	206	216	125
YIF1B	80	73	84	135	78	74
GPN1	204	211	201	263	317	240
PGAM5	184	235	194	320	313	240
PPP3CA	117	134	148	204	175	163
INTS10	137	120	113	191	202	153
CMAS	59	62	71	97	87	65
TRIAP1	1063	1208	1169	1853	1798	1493
ATP13A2	37	46	40	85	71	57
MBD1	312	306	325	480	446	299
STON2	36	32	37	56	43	48
RECQL	103	122	112	159	184	118
USP36	541	558	591	861	881	589
IL1R1	150	117	87	156	121	88
TP53BP1	277	307	265	425	422	278
HOMER3	36	51	49	56	45	34
ASPM	100	74	80	122	103	95
RAB22A	289	343	336	453	516	350
NCOA6	195	230	237	326	402	272
TMEM219	114	128	121	138	134	100
UBE2O	380	489	450	490	460	379
CASP4	89	83	71	51	29	25
STRN	201	244	223	292	291	237
LANCL1	53	59	76	73	94	74
CDK7	435	475	588	718	810	520
ASCC2	118	128	137	201	165	156
ZRANB2	450	496	637	751	878	653
CHST3	192	216	200	343	293	234
PARP6	417	432	469	679	682	427
PILRB	198	261	206	365	278	235
BCAM	84	79	116	167	101	85
LSM3	121	160	149	215	215	148
GNPAT	120	122	117	150	202	140
COG4	112	107	72	180	172	97
CCNY	318	336	368	503	522	357
PHF20L1	268	301	374	454	527	408
SEPHS1	103	134	125	182	217	151
CTSS	274	193	138	157	128	105
FBLN1	32	25	29	38	26	30
AKAP8L	300	324	300	466	446	318
GBA	79	73	88	110	110	91
MBD3	71	75	99	143	105	73
IFITM1	217	213	134	9	3	8
RAB11FIP5	412	425	426	571	527	414
ZC3H7A	280	281	283	487	497	299
NFKBIB	731	780	799	1227	936	723
RASSF2	175	178	183	238	246	156
SUDS3	334	335	321	510	508	320
SLC39A10	190	213	241	314	337	221
ARHGAP12	462	490	558	770	765	542
TTC19	219	262	275	433	402	296
SLC35E1	156	164	183	218	259	198
CARM1	74	64	74	124	123	70
EMP2	35	33	32	56	53	57
RIN2	297	318	366	400	408	266
PSMD9	81	88	65	124	108	85
NFATC2IP	122	107	109	132	131	93
NAV1	136	114	95	127	138	99
SLC25A24	161	143	172	235	253	197
MEF2D	211	225	271	361	338	213
DAXX	356	373	375	408	404	237
ZMYM4	216	203	192	256	286	174
ATL3	91	103	74	100	122	82
DUSP7	13	14	20	24	32	26
BTBD2	69	71	63	121	88	64
RAB11B	89	104	89	171	130	86
CLCA2	1	0	0	0	0	0
ME2	113	115	118	127	131	109
CYLD	966	1067	1227	1594	1584	1102
KIAA0319L	158	157	147	205	212	175
SLC4A1AP	369	352	347	534	526	334
PTEN	530	541	555	798	704	608
SLC35B1	151	163	159	243	268	172
HTRA1	182	194	190	178	206	129
ATL2	322	337	375	517	653	431
SRM	44	33	33	60	62	40
MFSD1	241	208	209	245	252	171
EIF2B4	182	204	157	300	251	201
CFDP1	308	349	395	500	508	341
CSK	85	112	116	174	152	115
POLRMT	97	111	140	207	130	115
NENF	110	133	151	177	176	140
LAMTOR2	69	84	77	143	117	90
ADCY3	112	86	80	149	154	114
RPE	172	160	161	265	262	231
FLJ23867	15	23	19	22	27	13
COPS8	222	231	269	316	334	264
PRCC	323	330	325	538	471	345
ZBTB7B	348	405	356	739	521	363
DIABLO	249	336	352	470	485	365
CCNK	320	372	347	540	531	375
DDB2	307	351	313	568	542	413
SPPL2A	195	193	180	258	289	193
YIF1A	46	34	41	93	52	64
SPAG7	169	196	170	280	246	171
GTF2H1	407	419	398	550	547	406
ALG3	49	54	54	79	68	63
SFXN3	182	184	208	278	300	246
B3GNT5	579	669	707	932	901	639
TMEM14B	89	92	87	165	153	132
PDCD10	225	231	284	323	378	291
CLPX	386	377	412	667	634	420
MRPL14	130	126	97	148	145	126
FNDC3A	416	406	451	534	484	352
SCYL2	451	534	510	759	758	548
MPST	30	32	35	67	35	31
SFTPA2	1	0	1	1	0	1
BACE2	216	207	205	155	194	132
SCCPDH	128	139	131	160	201	134
BUB1	46	34	42	43	47	40
KIF21A	451	465	527	716	748	518
TRIM5	355	332	309	193	186	150
GMPR2	207	205	185	288	273	215
SLC11A2	195	204	202	276	284	194
WBP1L	154	140	152	255	228	176
ELOVL6	115	123	114	144	171	152
GPR108	177	221	231	355	354	221
NDUFS3	124	130	128	224	181	162
PHACTR4	349	303	309	326	245	202
SLC2A4RG	109	117	131	232	166	101
GEMIN4	138	184	157	258	242	180
PKN2	346	370	371	530	576	426
RTN4RL2	140	115	136	97	67	58
FHL2	316	351	354	510	396	304
NOL10	324	329	324	483	558	375
SOX12	240	256	236	351	317	241
MARK2	232	256	286	387	330	236
LMF2	57	64	56	93	64	52
PLA2G4A	477	430	456	651	582	324
MYO5B	43	77	39	96	95	66
KDM6B	1098	1204	1339	2165	1902	1205
IFRD2	79	112	94	159	121	95
CHD6	265	272	255	414	372	259
PRKAG1	88	88	86	141	164	99
RFC1	206	191	188	309	310	209
KCTD12	15	20	16	21	23	23
RPS19BP1	58	67	94	123	99	63
STAT5B	199	203	191	265	318	209
CARD10	98	99	89	163	116	81
FAM219B	259	228	237	446	345	279
NKIRAS2	182	193	184	259	255	191
CCDC124	33	55	46	112	61	46
RERE	212	257	243	331	343	235
GTF2A2	176	197	197	277	261	207
GOSR1	459	479	506	810	796	513
RAB3GAP2	187	193	195	300	334	252
PINK1	129	110	124	198	171	124
VHL	378	396	410	616	566	437
FADS3	117	126	123	252	204	133
TYMS	52	56	66	103	88	74
GCC2	609	551	611	1012	959	664
SLC35F2	56	59	52	104	107	83
HERC5	705	743	543	93	58	48
MRPS26	50	78	68	110	77	59
AACS	141	138	142	226	201	172
PRDX2	4	3	2	5	0	2
RNF13	200	203	185	325	289	229
NAGK	117	126	120	154	109	101
ELK3	62	77	68	107	65	67
TINF2	125	145	100	150	120	84
SYNE1	476	432	415	1005	843	611
TOM1L1	143	149	149	205	184	153
CKAP2	69	67	68	102	102	78
GGA2	237	240	250	353	353	240
FOXJ3	480	458	519	617	663	512
FBXO21	163	175	187	264	262	205
GLTP	90	89	97	146	125	133
TMCC1	439	594	537	668	741	513
SDF2	171	222	183	223	244	199
CCDC93	372	388	397	481	511	334
TOMM34	113	116	126	168	166	100
CCNB2	30	35	25	35	47	44
ABCC4	212	172	167	377	329	263
GALE	151	189	175	285	207	185
PEX19	115	133	126	140	142	103
COA4	161	152	135	213	182	153
THOC7	94	111	117	159	172	141
TSC2	102	89	83	188	120	92
TBK1	821	871	989	1125	1164	890
CCDC86	106	127	120	200	143	121
CHMP4A	126	125	88	186	146	119
RPS6KA1	144	150	136	277	238	166
MAP3K11	104	123	108	151	112	64
PIGS	139	154	135	193	197	160
PFAS	104	88	91	190	138	96
MAPKAPK3	33	39	32	65	50	55
HERC2P2	174	172	196	356	298	235
PKD1	86	84	92	221	117	97
BID	105	119	127	155	152	127
SORT1	40	44	38	107	74	76
GRPEL1	181	202	245	272	301	204
SMURF2	437	530	512	830	791	659
TIPRL	144	153	182	278	283	178
PAK1	200	202	197	254	327	187
MRPL52	104	92	87	155	124	104
GNPTAB	74	108	86	151	191	138
RNF111	523	538	613	789	897	694
RBL2	112	134	127	182	181	150
ESRP1	0	0	0	0	0	0
CASP7	367	310	268	197	192	140
NUP133	145	149	132	227	236	163
VPS13D	153	158	148	266	248	157
STK4	226	218	217	328	321	277
UBA3	147	130	154	211	210	153
SPCS2	89	87	73	133	118	111
KCTD15	128	114	114	195	165	130
KIF11	24	40	41	68	57	44
SPTSSA	209	225	229	257	264	192
CTSH	20	23	20	38	42	29
NAV2	367	322	418	523	409	290
SMG6	188	198	160	283	268	184
ZNF598	140	155	148	285	207	145
RNPEPL1	64	68	61	119	61	44
MX2	211	161	103	6	5	7
COMMD7	156	150	141	195	160	142
AK4	253	324	375	321	442	335
KLK6	0	0	0	0	0	0
ACAT1	62	77	54	106	103	72
KIAA2013	113	125	129	207	180	132
KDSR	148	151	160	133	129	142
TYK2	171	186	191	437	299	256
KPNA3	159	170	171	267	258	224
BET1L	197	236	194	265	272	215
VPS39	166	156	179	270	267	176
ARL8A	232	223	218	321	305	215
SCFD1	263	309	302	449	501	321
SIPA1L1	122	104	101	111	113	67
C16orf72	364	377	440	524	550	433
HERC1	214	251	215	373	376	269
SERPING1	17	32	10	0	0	1
ADK	77	84	69	101	104	90
FN3KRP	82	104	72	149	160	97
HECTD4	185	188	169	298	293	211
RND1	230	238	208	292	234	135
PI4KA	173	178	185	281	285	210
NKTR	291	327	345	492	464	378
IQGAP3	50	51	49	69	62	47
NOTCH3	20	21	21	37	38	20
GPATCH4	225	238	231	366	358	286
PTPN13	105	92	60	160	158	111
WDR3	190	181	162	305	291	257
ADCY7	225	250	218	255	264	215
B4GALT2	97	78	68	108	101	82
HIPK3	332	312	315	494	485	340
TRAPPC10	173	182	182	289	273	190
MAX	231	288	271	338	312	246
PPP1R13L	85	98	70	123	86	65
SYVN1	152	131	138	258	206	181
VPS53	306	306	329	446	457	333
PPID	222	218	256	341	374	273
DNAJB12	227	212	220	314	278	214
RNMT	598	1160	1647	1051	1981	1162
FBRS	344	342	350	604	426	275
TFAM	382	403	481	570	619	465
SCPEP1	85	88	86	132	123	103
MUC5B	56	61	50	92	70	50
PYCR2	88	81	81	168	116	89
THUMPD3	548	624	709	927	1115	778
SMCHD1	716	812	851	1068	1135	823
TOM1L2	82	76	62	146	120	84
TMUB2	201	219	195	313	262	201
IDH2	129	151	148	213	217	147
GAS6	33	35	30	60	45	33
USP3	304	340	358	501	523	330
DIS3	408	424	467	616	648	472
MAN2A2	158	155	153	242	270	154
XYLT2	62	40	52	91	79	68
ARFGAP2	106	126	117	164	157	119
SLC43A3	5	9	7	6	7	5
CCNT1	1176	1248	1331	1924	1945	1457
MYO15B	149	129	122	250	174	102
ZNF592	332	328	345	467	434	377
ZDHHC16	95	95	90	133	128	111
MRPL4	76	79	100	189	134	86
COQ9	120	160	120	202	195	173
CHID1	84	83	78	130	107	73
TMEM189	100	94	81	141	101	79
SCAP	77	67	73	144	125	83
LZTS2	71	96	71	159	112	77
ARHGAP11A	68	65	47	73	76	48
ABI2	456	436	477	735	683	548
FIBP	97	103	75	138	125	112
VTI1B	56	57	56	90	75	40
SLC35C2	113	101	98	181	131	82
ANKRD28	187	167	141	295	248	206
CAT	78	67	73	117	141	105
CASP8	510	503	513	625	486	405
MGRN1	159	146	123	246	187	136
UBE3B	175	166	191	268	247	181
MRPL38	109	87	106	151	119	94
MIR22HG	228	252	264	351	338	306
RGS2	472	482	555	585	697	406
TRAFD1	316	303	258	327	312	201
DNAJC11	143	137	147	211	222	173
ITSN2	550	621	590	984	1034	699
EIF2B5	131	166	179	232	265	169
SOCS6	626	506	548	758	704	511
DTYMK	15	17	20	32	19	30
AIMP1	212	255	314	400	433	287
KIF1A	4	1	3	6	6	2
USP53	494	555	539	717	743	523
TIMM13	50	63	51	92	66	56
ACAA2	116	120	110	151	166	116
PLXND1	84	80	68	138	100	73
MGAT2	164	182	179	222	196	183
THBD	589	779	800	637	577	529
GADD45GIP1	32	31	53	72	55	39
BAG5	399	377	385	564	568	494
NIP7	188	167	158	274	217	214
DCTPP1	50	42	57	91	88	76
DDA1	240	228	281	395	395	253
RBBP8	116	136	137	192	231	151
ARHGEF11	199	188	173	306	258	180
MMP2	10	15	15	11	20	14
NT5C	162	194	173	315	254	151
CTSE	0	0	0	0	0	0
MEX3C	703	775	754	1056	988	770
NIN	206	212	219	302	284	242
DERL2	214	203	209	325	345	267
VLDLR	239	280	290	379	454	338
RAE1	235	241	238	349	373	246
LRRC8D	113	129	128	185	177	133
METTL13	88	73	73	106	120	85
PITPNM1	105	116	116	210	148	91
SLC50A1	163	198	188	333	260	176
STK39	132	125	140	226	221	176
SLC16A4	229	212	215	231	192	157
R3HDM4	85	99	87	146	111	95
IFNAR1	152	149	169	232	245	212
NDFIP2	56	71	77	107	107	90
UNG	60	64	52	86	90	63
TXNL4A	111	121	131	181	181	132
FCF1	295	298	336	460	508	334
GALNT14	52	59	50	81	79	63
FDXR	382	451	423	880	538	486
SYF2	335	406	477	604	641	422
UTP3	529	568	567	801	750	651
MRPS18B	130	138	123	255	193	151
AP1M1	102	111	105	160	153	104
AGTRAP	63	62	68	50	48	30
IFI35	453	418	285	78	32	30
PNKD	131	121	112	210	152	118
PGP	43	55	41	87	62	65
PPM1B	296	328	326	448	415	336
RHOG	147	194	156	226	185	168
KLC2	170	147	173	296	233	163
EIF2B1	171	170	207	286	307	229
THOP1	136	123	138	223	185	118
CLN6	95	96	92	138	112	94
KLF3	268	276	285	543	465	343
SLBP	126	129	101	150	180	136
TCN1	17	14	14	31	29	26
RHOF	9	9	10	11	15	7
ZNF385A	225	291	250	367	281	225
SLC25A11	38	65	49	92	86	61
SPNS1	103	86	83	179	117	95
GBP3	209	170	136	41	31	26
SKA2	197	213	229	325	294	262
CACUL1	275	280	304	364	393	306
LIMS1	150	148	206	243	202	179
CEP350	808	817	849	1263	1205	891
MRFAP1L1	308	314	385	560	529	389
RBM27	310	359	379	491	573	412
CHST11	344	322	336	397	375	295
DMXL2	277	271	286	485	454	346
SLC39A13	79	87	81	176	108	87
KCTD5	186	243	237	294	234	175
PNPLA2	80	91	70	132	104	61
SLC35F5	128	142	126	190	186	158
SLC27A2	415	433	326	603	561	421
MRPS11	52	62	50	98	89	60
AMMECR1L	353	402	367	582	526	385
RPRD1A	152	173	185	235	248	177
RNF103	878	914	876	1448	1453	1016
SLC41A1	147	139	158	234	221	180
RBM34	225	217	221	374	364	247
FASTKD2	277	228	262	343	338	275
CCNG2	205	296	443	346	543	389
NPDC1	86	106	96	211	116	82
RAP1GDS1	104	103	107	157	151	127
CNOT3	192	189	173	307	257	200
LINC00674	185	165	185	300	279	217
BCAT2	85	99	92	198	174	126
NAA25	240	271	266	364	421	308
TTLL12	34	40	43	66	61	47
HMG20B	37	46	38	76	73	37
NF2	127	118	119	230	201	163
LIG1	79	79	83	122	133	103
VPS51	63	93	72	124	78	65
ESRRA	87	115	89	160	149	100
EPN2	140	145	171	227	189	209
RUNX1	156	168	174	225	218	182
NSMF	81	104	120	157	155	112
ACTR10	93	102	129	196	233	148
HPCAL1	91	84	113	188	132	98
MRPL23	43	51	46	83	65	69
ZFHX3	387	370	402	635	573	470
NOP14	145	165	160	210	214	171
PHF12	323	311	280	627	474	396
MYCBP2	234	238	225	268	260	205
USP48	120	155	121	209	183	161
HBB	0	0	0	0	0	0
AAAS	107	109	78	155	140	103
LTBP1	118	93	100	133	144	112
TP53I11	95	72	68	141	127	106
MCRS1	110	122	97	166	143	102
RASSF7	79	93	92	206	147	114
THUMPD1	476	527	573	774	789	589
CAMKK2	105	114	103	174	147	110
PLS1	75	77	101	205	222	131
LSG1	133	120	125	254	207	166
PPA2	111	111	109	191	178	128
CDC73	226	218	219	270	267	210
MXD1	750	896	951	1082	1300	915
HPS3	240	226	231	264	280	221
RPTOR	232	315	299	422	394	253
AIFM2	143	120	130	240	175	131
ARFGAP3	218	218	270	299	312	271
ATG4B	169	149	171	185	209	135
NIPAL3	29	27	23	35	45	31
ACSS2	99	129	103	170	124	117
FRYL	237	251	239	344	365	279
DDX50	354	428	416	625	607	457
MRPL11	51	76	57	91	92	61
FADD	261	254	264	321	307	203
MIR205HG	0	0	0	0	0	0
SUCO	563	607	646	1079	1161	785
TGFB2	197	251	245	481	404	365
RASSF3	205	250	266	355	365	263
SFSWAP	425	440	491	641	640	418
ORMDL2	62	88	71	137	128	119
DHX33	192	202	190	305	313	253
MAST2	151	168	145	236	218	180
SEC22B	100	117	122	118	141	102
TYMP	153	127	101	56	44	43
RPAP3	188	188	166	245	240	173
SAMHD1	262	217	145	42	18	17
RCOR1	153	159	168	208	196	151
FIP1L1	135	131	158	224	242	145
SAMM50	76	76	64	104	114	96
TANC1	162	208	208	320	331	203
RBPJ	526	718	892	824	1139	764
ETHE1	69	99	68	126	86	47
GLIPR1	217	218	206	212	193	140
TNNT1	127	116	110	169	146	113
PIH1D1	154	164	188	248	254	161
ARHGAP27	105	108	104	163	132	100
IPO8	89	99	92	130	158	108
SYNRG	327	355	357	526	508	355
NCK2	60	63	62	98	122	60
COA3	50	60	64	109	87	65
MRPL27	85	112	84	140	141	110
EIF2B2	134	167	136	215	166	147
PNPO	81	71	67	139	115	84
CALCOCO1	103	112	103	156	140	105
HMG20A	207	236	224	415	389	296
ZBTB7A	142	187	147	282	206	170
PNO1	248	215	258	362	390	302
SSH3	47	45	27	85	63	46
NDUFB7	29	40	27	62	53	33
KRT10	222	248	240	318	290	211
IAH1	132	166	180	267	263	198
SP110	356	314	235	56	24	27
WDR77	69	64	61	93	118	81
RTKN	29	38	26	57	55	32
METTL17	269	278	277	399	389	261
PPP4R2	547	650	611	949	1169	649
ZNF384	222	218	197	324	307	224
TMEM41B	84	102	114	173	154	111
ANKZF1	239	356	359	482	494	320
FBXO22	243	227	240	432	294	320
FAM114A1	78	75	73	118	127	73
THAP4	105	150	145	209	164	105
MAP3K2	487	515	609	691	815	604
BLMH	161	138	151	229	206	164
GOSR2	180	228	199	271	275	225
GSDMB	43	34	44	57	67	40
PHGDH	33	40	40	102	58	49
OSBPL2	113	161	166	246	219	150
RFX7	564	557	599	1025	886	708
FBXO28	282	304	324	421	460	357
UROD	95	108	85	165	138	93
TMX3	98	111	116	155	183	144
HYAL2	29	32	19	42	37	29
MAPK3	51	39	19	60	51	42
KLHL21	120	146	129	170	165	121
SERTAD3	822	1043	1041	1475	1629	1053
MRPL35	219	234	298	358	398	301
CLK3	205	292	273	347	381	272
HLTF	101	108	100	190	177	132
MTX2	106	96	121	210	184	113
GGCX	102	93	70	120	98	92
CDK2AP2	95	112	99	166	157	112
GOT1	45	45	45	132	86	67
MADD	169	167	163	256	246	180
VANGL1	66	78	44	65	49	56
TXNDC11	98	85	87	141	143	105
DUT	74	79	81	93	83	61
MAP2K4	430	484	527	767	805	587
FOXM1	30	43	26	45	33	24
POLR3A	189	152	145	276	234	187
TRAF3	287	316	314	380	383	280
NTS	37	21	32	9	19	12
ABTB2	741	930	1012	1293	1239	856
SNX33	163	169	165	234	212	177
DYNLL2	143	142	121	145	153	111
PDPR	145	129	125	190	231	184
CAPRIN2	277	350	282	357	360	298
RAB21	291	305	325	460	473	401
QSER1	230	193	217	300	317	220
POLD1	56	63	60	109	91	45
GATC	281	289	290	447	366	336
SLC9A1	149	188	128	212	145	143
COMMD6	121	106	127	169	170	129
MSH2	73	47	56	94	81	89
NAA60	185	199	187	292	187	183
DHX32	178	171	178	275	268	208
ATP8B1	128	86	88	197	201	140
DDX19A	236	248	247	367	362	274
NDUFB1	94	141	120	147	126	124
DYNC1LI1	150	179	190	282	315	215
BCL2L2	389	446	433	657	581	498
ENDOD1	130	140	109	95	83	73
THADA	170	169	178	308	294	246
ECM1	29	29	21	36	32	33
GGA3	335	328	338	518	489	349
H6PD	125	128	129	207	193	145
KIAA1109	161	160	162	281	246	218
SEC24B	273	331	299	443	462	335
TATDN2	187	162	177	231	241	191
BAIAP2	79	104	91	158	137	91
NEK7	136	167	203	104	177	127
C15orf39	215	206	229	316	217	170
HEG1	188	166	156	99	120	94
ACBD5	239	228	251	370	362	217
TRIM47	143	133	134	263	222	129
ALG8	105	116	106	127	133	120
STX3	375	335	308	595	483	392
ARHGDIB	6	0	0	4	5	5
RUSC1	100	114	92	100	91	78
CEP250	138	156	145	231	198	140
CKB	124	134	101	252	151	132
ID2	649	671	744	541	588	443
AFTPH	246	296	263	392	447	288
UBE4A	177	207	224	341	344	255
POLR2H	140	160	150	219	263	191
HELZ	565	629	703	927	942	756
SUCLG2	103	98	93	157	159	99
NOSIP	63	63	69	108	83	54
ASXL2	269	235	261	357	314	327
METTL16	341	344	377	622	638	413
HCFC1R1	79	107	108	165	122	128
NDUFA8	75	119	95	134	168	119
SMARCB1	68	85	63	115	118	97
SERTAD2	1646	1768	2089	3177	3305	2340
VWF	0	0	0	1	0	0
CXCL16	112	102	87	105	121	87
SACS	276	241	276	351	331	277
PDPK1	242	251	285	437	424	304
TMF1	322	340	360	510	506	393
FHOD1	74	58	49	84	80	74
SCOC	106	145	150	178	250	157
RMND5A	519	558	644	945	987	705
CRIP2	50	58	46	129	66	57
LPCAT4	114	138	134	174	160	123
GOLT1B	219	292	347	400	449	321
ADCY6	115	146	112	226	230	158
CABIN1	111	145	94	166	165	114
NADK	91	114	120	147	141	91
MLH1	154	136	176	245	261	174
RSF1	688	659	790	1060	1060	754
SAFB2	130	121	103	152	177	125
VPS72	61	89	74	121	102	67
UBE2E3	116	102	92	145	152	94
ALS2	223	248	238	391	359	295
GALNT3	1	0	0	2	0	2
TOR3A	74	60	55	101	81	66
CLSTN3	180	202	167	175	174	121
ATXN2	304	289	275	470	401	355
SAA1	7	21	11	0	0	1
CDR2	144	147	134	256	232	197
SYNM	141	145	126	208	213	191
NISCH	94	98	100	166	126	101
NDUFAF3	39	32	31	68	59	41
ACTR1B	115	108	105	184	176	124
PITPNB	104	127	117	164	182	120
ATP11B	125	113	128	185	196	173
KRR1	256	304	289	390	420	263
SCO1	142	152	120	187	157	141
EIF2D	109	163	137	218	206	168
MFSD6	140	131	125	257	246	194
PTRH2	193	201	212	305	310	241
ASB1	227	215	227	376	304	236
CNIH4	101	116	110	164	184	145
SLC12A4	158	221	189	333	268	209
CREB1	401	399	470	600	623	445
GIT2	113	99	85	153	150	118
TMEM87B	189	147	165	245	246	216
EEA1	322	327	370	512	463	325
TBC1D14	42	42	43	85	77	53
NIPA1	229	245	221	319	364	253
TLK2	769	759	802	1036	1090	739
PRKACA	58	52	45	83	75	58
GPX8	133	148	130	199	166	121
SBF2	268	313	297	464	454	342
EIF4E	274	300	353	448	528	342
MFAP1	263	323	331	397	513	336
URB1	112	117	102	192	181	133
CCDC14	260	266	301	416	460	336
SRSF10	214	244	267	361	353	232
MTMR3	208	229	238	335	288	233
EPS15	122	129	124	184	210	163
CERS6	101	114	97	163	178	162
FGF2	208	240	229	378	293	250
ST3GAL5	190	187	162	378	335	240
DHX37	140	111	106	177	127	112
TRIP11	570	551	554	1027	909	656
ZCRB1	78	77	94	139	149	110
NDRG3	83	80	90	137	122	113
ZDHHC6	187	160	181	217	283	208
CHST15	103	136	111	165	158	124
DOCK7	154	184	202	279	292	202
TBL3	45	50	41	72	50	29
MYEOV	242	272	271	424	355	374
DPF2	313	378	363	549	539	370
TCTN3	44	48	33	97	67	68
NCAPD3	30	19	19	44	48	36
PSPC1	171	157	123	227	227	196
TSR3	25	28	35	64	43	34
SPSB1	133	183	130	117	131	82
DNPEP	118	125	104	84	91	69
SPECC1L	159	131	158	230	227	143
RAB15	142	165	109	283	207	163
MRPL43	76	70	62	102	76	66
MPP5	225	245	289	382	406	316
ZC3H4	523	505	536	792	658	484
KDM4A	123	131	123	138	137	106
ZDHHC20	175	231	211	310	308	225
ABCB6	222	223	205	384	405	267
UMPS	177	170	148	284	233	185
TVP23B	520	570	610	942	907	646
EML2	129	173	169	313	249	156
RB1	161	188	191	265	273	239
KIAA0232	314	311	314	524	518	394
HRAS	88	105	87	203	116	104
TLK1	328	330	398	526	587	387
ISG20L2	186	165	180	268	255	189
DENND4B	159	148	141	211	177	131
SLC25A23	80	68	72	95	89	85
DDX11	197	166	167	310	234	187
SLC25A44	298	273	291	439	442	330
MPZL2	0	1	1	1	0	0
TPRG1L	71	74	66	137	112	92
UTP20	199	218	200	333	345	253
SNHG8	212	248	251	306	348	250
DESI2	140	136	171	238	248	193
CBX4	167	185	193	272	191	132
TBC1D10B	139	157	148	205	175	108
RBX1	141	166	173	203	230	179
5-Mar	166	197	213	236	267	176
C11orf24	159	159	153	258	236	207
COX15	111	99	88	149	142	128
SUGT1	135	196	186	215	250	185
USP25	277	303	261	331	327	225
ATP11A	63	71	78	124	112	81
NDUFB5	67	79	67	112	119	79
LZTR1	78	80	88	183	134	111
NEDD8	131	133	133	168	173	126
LARP7	135	140	140	201	214	135
MMP15	15	24	15	38	25	26
TAF1D	536	571	654	770	915	551
OPA3	133	118	109	181	189	144
MFN1	127	132	127	179	189	132
MLLT1	68	89	104	143	131	114
MMD	269	252	318	502	463	312
CC2D1B	213	191	227	244	262	192
IFI30	111	73	47	48	33	34
COX17	97	105	115	152	151	125
PGLS	112	117	86	158	118	87
NBAS	229	257	255	368	340	255
ARRB2	126	134	152	268	235	186
CRTC2	588	644	650	928	892	642
RNF19B	411	455	397	327	295	254
CUEDC2	79	62	63	125	142	90
LPCAT3	99	86	63	72	76	62
BRD4	291	315	331	517	420	296
RAB8B	235	294	269	282	290	219
USF1	163	143	140	111	158	88
DLAT	73	71	62	112	120	105
CCNT2	969	1105	1205	1603	1681	1265
TRABD	33	40	49	69	45	45
CEACAM1	287	221	117	40	40	23
MPG	38	47	33	63	43	33
RTCA	92	73	76	116	102	95
ACBD6	155	160	164	268	205	213
SHMT1	43	34	36	51	65	47
CCDC43	332	345	399	565	529	440
ZBTB1	676	771	837	1003	1162	956
ZNF410	273	357	338	470	458	347
KCNN4	83	79	75	127	107	73
PLEKHM1	204	215	220	277	233	189
ABCA3	156	164	133	326	253	217
FRAS1	175	185	159	324	252	223
AXIN1	103	109	134	182	170	116
TBC1D1	119	109	101	145	128	94
TMEM115	270	264	257	395	318	240
PAFAH1B3	45	40	43	73	48	43
HES1	229	300	327	386	421	285
ACOX1	270	244	232	446	412	344
SLC30A9	93	90	100	160	160	126
ADD3	76	79	74	120	115	100
CAMK2G	88	75	61	112	122	85
STK11	108	113	95	198	147	92
SCAMP4	82	77	83	167	108	77
SMIM7	187	217	196	288	292	207
